TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF NOV 25, 2013 (B)",AT&T Performing Arts Center : Live Event,3,0,0,0,0,0,0,0,0,0,0,3
"WEEK OF NOV 25, 2013 (B)",AT&T Phone Centers,46.4,0,0,0,0,0,0,0,46.4,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T Real Yellow Pages : Yellow Pages,0.7,0,0,0,0,0,0,0,0,0,0,0.7
"WEEK OF NOV 25, 2013 (B)",AT&T SportsNet Cable TV : Paid Promo,11.1,0,0,0,0,0,0,0,6.3,0,0,4.9
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse : Bundled Products,2721.7,0,0,0,2721.7,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse : Cable & ISP,225.1,0,0,0,14.4,210.7,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse : ISP,741.1,0,0,0,741.1,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse : ISP/Phone/TV,205.1,0,0,0,203.4,0,0,0,1.7,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,170,0,0,0,170,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse : Vignette,9.3,0,0,0,9.3,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse Cable : Cable Service,4.6,0,0,0,4.6,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,20.9,0,0,0,20.9,0,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",AT&T Wireless Store : Wireless Store,258.5,0,0,0,0,0,0,0,131.8,0,0,126.8
"WEEK OF NOV 25, 2013 (B)",BeTheFan/AT&T : Sponsored Event,237.4,0,0,0,0,237.4,0,0,0,0,0,0
"WEEK OF NOV 25, 2013 (B)",Mythbusters Behind The Myths/AT&T : Sponsored Event,8,0,0,0,8,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T : Consumer Wireless Service,17918.3,8090.4,4087.5,29,208.1,1000.9,0,743.3,2130.8,119.3,1509,0
"WEEK OF DEC 02, 2013 (B)",AT&T : Home Phone Equipment,841.4,0,0,0,0,148.3,693.1,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T : ISP,21.5,0,0,0,21.5,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T : ISP/Phone/TV/Wireless,22,0,0,0,22,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T : Residential,4.3,0,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF DEC 02, 2013 (B)",AT&T : Vignette,6.1,0,4.7,0,1.4,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T : Yellow Pages,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T Center,3.6,0,0,0,0,0,0,0,3.6,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T Digital Life : Security System & Service,1721,698.2,1022.8,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T Go Phone : Pre-Paid Wireless Service,221.3,0,115.5,0,105.9,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T Inc : Corporate Promotion,39.3,0,39.3,0,0.1,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T Inc : Recruitment,6.7,0,0,0,0,0,0,0,0.9,0,5.9,0
"WEEK OF DEC 02, 2013 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,273.2,0,71,0,202.1,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T Next Plan : Consumer Wireless Service,838.6,0,0,0,0,443.8,0,303.2,91.6,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T Performing Arts Center : Live Event,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T SportsNet Cable TV : Paid Promo,6.8,0,0,0,0,0,0,0,6.8,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse : Bundled Products,2967.2,0,0,0,2967.2,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse : Cable & ISP,296.4,0,0,0,296.4,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse : ISP,813.1,0,0,0,813.1,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse : ISP/Phone/TV,239.2,0,0,0,239.2,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,184.7,0,0,0,184.7,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse : Vignette,17,0,0,0,17,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse Cable : Cable Service,6,0,0,0,6,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,12.7,0,0,0,12.7,0,0,0,0,0,0,0
"WEEK OF DEC 02, 2013 (B)",Mythbusters Behind The Myths/AT&T : Sponsored Event,8.6,0,0,0,8.6,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T : Consumer Internet Phone Service,3.8,0,0,0,0,0,0,0,3.8,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T : Consumer Wireless Service,19700,9964.9,3801.8,0,330.8,899.5,0,860.9,2213.8,119.3,1509,0
"WEEK OF DEC 09, 2013 (B)",AT&T : Home Phone Equipment,1288.7,0,0,0,0,225.9,1062.8,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T : ISP,21.7,0,0,0,21.7,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T : ISP/Phone/TV/Wireless,21.7,0,0,0,21.7,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T : Residential,4.3,0,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF DEC 09, 2013 (B)",AT&T : Vignette,2.2,0,0.3,0,1.9,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T : Yellow Pages,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Cotton Bowl Classic : Sponsored Event,20.5,0,0,0,0,0,0,0,20.5,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Digital Life : Security System & Service,1782.9,321.9,1096.3,363.4,1.3,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Go Phone : Pre-Paid Wireless Service,22.1,0,0,0,22.1,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Inc : Corporate Promotion,43.5,0,43.5,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Inc : Recruitment,5.9,0,0,0,0,0,0,0,0,0,5.9,0
"WEEK OF DEC 09, 2013 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,290.2,0,94.7,0,195.5,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Next Plan : Consumer Wireless Service,1055.1,0,0,0,0,339.4,0,303.2,412.5,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Performing Arts Center : Live Event,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T SportsNet Cable TV : Paid Promo,4.6,0,0,0,0,0,0,0,4.6,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T U-Verse : Bundled Products,2478.9,0,0,0,2478.9,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T U-Verse : Cable & ISP,302.3,0,0,0,302.3,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T U-Verse : ISP,915.1,0,0,0,915.1,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T U-Verse : ISP/Phone/TV,255.8,0,0,0,255.7,0,0,0,0.1,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,246.3,0,0,0,246.3,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T U-Verse : Vignette,12.3,0,0,0,12.3,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T U-Verse Cable : Cable Service,6.3,0,0,0,6.3,0,0,0,0,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Unlimited Data Plan : Consumer Wireless Service,2.3,0,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF DEC 09, 2013 (B)",AT&T Wireless Store : Wireless Store,22.1,0,0,0,0.3,0,0,0,21.8,0,0,0
"WEEK OF DEC 09, 2013 (B)",Chicago The Musical/AT&T : Sponsored Event,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T : Consumer Wireless Service,17833.2,7528.2,3974.6,239,338.7,850.1,0,1055,2219.4,119.3,1509,0
"WEEK OF DEC 16, 2013 (B)",AT&T : Home Phone Equipment,1422.1,0,0,0,0,729,693.1,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T : ISP,25.4,0,0,0,25.4,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T : ISP/Phone/TV/Wireless,23.4,0,0,0,23.4,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T : Pre-Paid Phone Card,78.4,0,0,0,0,0,0,0,78.4,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T : Pre-Paid Wireless Service,33.3,0,0,0,0,0,0,0,33.3,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T : Residential,4.3,0,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF DEC 16, 2013 (B)",AT&T : Vignette,1.3,0,0.4,0,0.9,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T : Yellow Pages,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Digital Life : Security System & Service,1931.9,661,1230.5,39,1.4,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Go Phone : Pre-Paid Wireless Service,20.5,0,0,0,20.5,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Inc : Corporate Promotion,50.2,0,50.2,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Inc : Recruitment,5.9,0,0,0,0,0,0,0,0,0,5.9,0
"WEEK OF DEC 16, 2013 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,254.5,0,76.4,0,178.1,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Mobility Llc : Legal Messages,0.6,0,0,0,0,0,0,0,0.6,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Next Plan : Consumer Wireless Service,370.8,0,0,0,0,0,0,160.3,210.5,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Performing Arts Center : Live Event,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T SportsNet Cable TV : Paid Promo,6.9,0,0,0,0,0,0,0,6.9,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Store : Computer/Software Store & Service,3.5,0,0,0,0,0,0,0,3.5,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T U-Verse : Bundled Products,507.7,0,0,0,507.7,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T U-Verse : Cable & ISP,316.9,0,0,0,316.9,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T U-Verse : ISP,2059.6,0,0,0,2059.6,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T U-Verse : ISP/Phone/TV,258,0,0,0,253.4,0,0,0,4.6,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,256,0,0,0,256,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T U-Verse : Vignette,2.6,0,0,0,2.6,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T U-Verse Cable : Cable Service,4.5,0,0,0,4.5,0,0,0,0,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Unlimited Data Plan : Consumer Wireless Service,2.3,0,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF DEC 16, 2013 (B)",AT&T Wireless Store : Wireless Store,66.9,0,0,0,0,0,0,0,66.9,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T : Consumer Wireless Service,20105.1,8933,4560.4,433.6,462.7,1606.2,0,2007.6,473.3,119.3,1509,0
"WEEK OF DEC 23, 2013 (B)",AT&T : Home Phone Equipment,1726.9,0,0,0,0,483.2,1243.7,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T : ISP,29.1,0,0,3.6,25.5,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T : ISP/Phone/TV/Wireless,24.1,0,0,0,24.1,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T : Residential,4.3,0,0,0,0,0,0,0,0,0,4.3,0
"WEEK OF DEC 23, 2013 (B)",AT&T : Vignette,4.1,0,0,0,4.1,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T : Yellow Pages,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T Digital Life : Security System & Service,2262.3,664.4,1551.6,29,17.3,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T Go Phone : Pre-Paid Wireless Service,20.8,0,0,0,20.8,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T Inc : Corporate Promotion,27.4,0,27.4,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T Inc : Recruitment,5.9,0,0,0,0,0,0,0,0,0,5.9,0
"WEEK OF DEC 23, 2013 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,267.1,0,77.3,0,189.8,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T Next Plan : Consumer Wireless Service,367,0,0,0,0,0,0,303.2,63.9,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T SportsNet Cable TV : Paid Promo,4.6,0,0,0,0,0,0,0,4.6,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T U-Verse : Bundled Products,525.9,0,0,0,525.9,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T U-Verse : Cable & ISP,348.7,0,0,0,348.7,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T U-Verse : ISP,2633.8,0,0,0,2633.8,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T U-Verse : ISP/Phone/TV,253,0,0,0,253,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,239.5,0,0,0,239.5,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T U-Verse : Vignette,14.3,0,0,0,14.3,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T U-Verse Cable : Cable Service,5.8,0,0,0,5.8,0,0,0,0,0,0,0
"WEEK OF DEC 23, 2013 (B)",AT&T Unlimited Data Plan : Consumer Wireless Service,3.2,0,0,0,0,0,0,0,3.2,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T : Business,1,0,0,0,0,0,0,0,0,0,1,0
"WEEK OF DEC 30, 2013 (B)",AT&T : Consumer Wireless Service,25557.4,11732,10194.9,31.6,54.4,401.6,0,1626.5,150.1,34.1,687.3,645
"WEEK OF DEC 30, 2013 (B)",AT&T : ISP,36.8,0,0,0,36.8,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T : ISP/Phone/TV,16.3,0,0,0,0,0,0,0,0,0,0,16.3
"WEEK OF DEC 30, 2013 (B)",AT&T : ISP/Phone/TV/Wireless,70.8,0,0,0,36.1,0,0,0,0,0,0,34.7
"WEEK OF DEC 30, 2013 (B)",AT&T : ISP/Phone/Wireless,188.9,0,0,0,0,0,0,0,0,0,0,188.9
"WEEK OF DEC 30, 2013 (B)",AT&T : Phone & Wireless,83,83,0,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T : Residential,117.8,0,0,0,0,0,0,0,0,0,117.8,0
"WEEK OF DEC 30, 2013 (B)",AT&T : Yellow Pages,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T Digital Life : Security System & Service,4438.8,1260.9,3177.9,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T Inc : Corporate Promotion,10.8,0,10.8,0,0,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T Inc : Recruitment,4.1,0,0,0,0,0,0,0,0,0,4.1,0
"WEEK OF DEC 30, 2013 (B)",AT&T Intl : Consumer Wireless Service,55.1,0,0,0,0,0,0,0,0,0,0,55.1
"WEEK OF DEC 30, 2013 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,151.3,0,117.6,0,33.7,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T Mobility Llc : Legal Messages,14,0,0,0,0,0,0,0,0,0,0,14
"WEEK OF DEC 30, 2013 (B)",AT&T Next Plan : Consumer Wireless Service,446,0,0,0,0,0,0,446,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T SportsNet Cable TV : Paid Promo,7.3,0,0,0,0,0,0,0,7,0,0,0.3
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse : Bundled Products,1580,0,0,0,1580,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse : Cable & ISP,5.5,0,0,0,3.9,0,0,0,1.6,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse : ISP,4850,0,0,0,4850,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse : ISP/Phone/TV,509.1,0,0,0,509.1,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,371.5,0,0,0,371.5,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse : Various Telecom Services,1.3,0,0,0,0,0,0,0,0,0,1.3,0
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse Cable : Cable Service,7.1,0,0,0,7.1,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T U-Verse Triple Play : ISP/Phone/TV/Wireless,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF DEC 30, 2013 (B)",AT&T Wireless Store : Wireless Store,49.7,0,0,0,0,0,0,0,0,0,0,49.7
"WEEK OF JAN 06, 2014 (B)",AT&T : Business,1.4,0,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF JAN 06, 2014 (B)",AT&T : Consumer Wireless Service,19174.8,8899.3,8921.3,180.2,23.9,231.3,0,560.1,0,0,358.6,0
"WEEK OF JAN 06, 2014 (B)",AT&T : ISP,21.3,0,0,0,21.3,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,24.4,0,0,0,24.4,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T : Residential,163.1,0,0,0,0,0,0,0,0,0,163.1,0
"WEEK OF JAN 06, 2014 (B)",AT&T : Yellow Pages,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T American Cup : Sponsored Event,3,0,0,0,3,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T Digital Life : Security System & Service,1160.9,538.7,622.2,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T Inc : Corporate Promotion,264.3,0,21.6,0,0,0,0,242.6,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T Inc : Recruitment,3.4,0,0,0,0,0,0,0,0,0,3.4,0
"WEEK OF JAN 06, 2014 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,82.1,0,73.2,0,9,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T Performing Arts Center : Live Event,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,7.1,0,0,0,0,0,0,0,7.1,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T U-Verse : Bundled Products,1189.8,0,0,0,1189.8,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T U-Verse : Cable & ISP,407.6,0,0,0,407.6,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T U-Verse : ISP,3717.9,0,0,0,3717.9,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,33.5,0,0,0,33.5,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,148.5,0,0,0,148.5,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T U-Verse : Various Telecom Services,1.9,0,0,0,0,0,0,0,0,0,1.9,0
"WEEK OF JAN 06, 2014 (B)",AT&T U-Verse Cable : Cable Service,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF JAN 06, 2014 (B)",AT&T Wireless Store : Wireless Store,1.6,0,0,0,0,0,0,0,1.6,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T : Business,1.4,0,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF JAN 13, 2014 (B)",AT&T : Consumer Wireless Service,13995.5,8098.1,3982.9,15.2,22.4,559.8,0,958.5,0,0,358.6,0
"WEEK OF JAN 13, 2014 (B)",AT&T : Home Phone Equipment,236.6,0,0,0,0,236.6,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T : ISP,25.9,0,0,0,25.9,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,31.1,0,0,0,31.1,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T : Residential,163.1,0,0,0,0,0,0,0,0,0,163.1,0
"WEEK OF JAN 13, 2014 (B)",AT&T : Yellow Pages,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T American Cup : Sponsored Event,2.8,0,0,0,2.8,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T Digital Life : Security System & Service,1318.1,687.5,630.6,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T Futbol Fiesta : Sponsored Event,3.3,0,0,0,0,0,0,0,3.3,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T Inc : Corporate Promotion,22,0,22,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T Inc : Recruitment,3.4,0,0,0,0,0,0,0,0,0,3.4,0
"WEEK OF JAN 13, 2014 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,65.8,0,57.4,0,8.4,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T Performing Arts Center : Live Event,6.3,0,0,0,0.3,0,0,0,6,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T SportsNet Cable TV : Paid Promo,6.9,0,0,0,0,0,0,0,6.9,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse : Bundled Products,1124.6,0,0,0,1124.6,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse : Cable & ISP,403.5,0,0,0,403.5,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse : ISP,2696.1,0,0,0,2696.1,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse : ISP/Phone/TV,20.4,0,0,0,20.4,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse : ISP/Phone/TV/Wireless,156.4,0,0,0,156.4,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse : Various Telecom Services,1.9,0,0,0,0,0,0,0,0,0,1.9,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse : Vignette,0.7,0,0,0,0.7,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T U-Verse Cable : Cable Service,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF JAN 13, 2014 (B)",AT&T Wireless Store : Wireless Store,0.9,0,0,0,0,0,0,0,0.9,0,0,0
"WEEK OF JAN 13, 2014 (B)",Stars On Ice/AT&T : Sponsored Event,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T : Business,1.4,0,0,0,0,0,0,0,0,0,1.4,0
"WEEK OF JAN 20, 2014 (B)",AT&T : Consumer Wireless Service,13539.6,6493.7,4545.3,128.8,30.1,551.4,0,1175.1,256.6,0,358.6,0
"WEEK OF JAN 20, 2014 (B)",AT&T : Home Phone Equipment,3045.2,0,0,0,0,1085.9,1959.3,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T : ISP,25.6,0,0,0,25.6,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T : ISP/Phone/TV/Wireless,28.1,0,0,0,28.1,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T : Residential,163.1,0,0,0,0,0,0,0,0,0,163.1,0
"WEEK OF JAN 20, 2014 (B)",AT&T : Vignette,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T : Yellow Pages,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T American Cup : Sponsored Event,3.4,0,0,0,3.4,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T Digital Life : Security System & Service,1603.2,564.1,1039.1,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T Futbol Fiesta : Sponsored Event,3.1,0,0,0,0,0,0,0,3.1,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T Inc : Corporate Promotion,29.2,0,29.2,0,0,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T Inc : Recruitment,3.4,0,0,0,0,0,0,0,0,0,3.4,0
"WEEK OF JAN 20, 2014 (B)",AT&T Latin American Talk & Text : Consumer Wireless Service,85.1,0,60.6,0,24.5,0,0,0,0,0,0,0
"WEEK OF JAN 20, 2014 (B)",AT&T Performing Arts Center : Live Event,14.3,0,0,0,0.3,0,0,0,14,0,0,0
